Year,Division,School,Level,Subgroup,Test Level,Subject Area,Subject,Percent Pass
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,White,3,ENGR,Grade 3 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,All Students,4,ENGR,Grade 4 English Reading,56
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Asian,4,ENGR,Grade 4 English Reading,50
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Black,4,ENGR,Grade 4 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Economically Disadvantaged,4,ENGR,Grade 4 English Reading,50
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,English Learners,4,ENGR,Grade 4 English Reading,33
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Female,4,ENGR,Grade 4 English Reading,68
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Hispanic,4,ENGR,Grade 4 English Reading,56
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Homeless,4,ENGR,Grade 4 English Reading,23
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Male,4,ENGR,Grade 4 English Reading,41
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Multiple Races,4,ENGR,Grade 4 English Reading,100
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Not Economically Disadvantaged,4,ENGR,Grade 4 English Reading,85
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Students with Disabilities,4,ENGR,Grade 4 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Students without Disabilities,4,ENGR,Grade 4 English Reading,63
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,White,4,ENGR,Grade 4 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,All Students,5,ENGR,Grade 5 English Reading,42
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Asian,5,ENGR,Grade 5 English Reading,100
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Black,5,ENGR,Grade 5 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Economically Disadvantaged,5,ENGR,Grade 5 English Reading,35
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,English Learners,5,ENGR,Grade 5 English Reading,16
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Female,5,ENGR,Grade 5 English Reading,30
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Hispanic,5,ENGR,Grade 5 English Reading,29
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Homeless,5,ENGR,Grade 5 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Male,5,ENGR,Grade 5 English Reading,52
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Not Economically Disadvantaged,5,ENGR,Grade 5 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Students with Disabilities,5,ENGR,Grade 5 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Students without Disabilities,5,ENGR,Grade 5 English Reading,41
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,White,5,ENGR,Grade 5 English Reading,100
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,All Students,3,MATH,Grade 3 Mathematics,34
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Asian,3,MATH,Grade 3 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Black,3,MATH,Grade 3 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Economically Disadvantaged,3,MATH,Grade 3 Mathematics,30
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,English Learners,3,MATH,Grade 3 Mathematics,19
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Female,3,MATH,Grade 3 Mathematics,33
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Hispanic,3,MATH,Grade 3 Mathematics,27
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Homeless,3,MATH,Grade 3 Mathematics,25
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Male,3,MATH,Grade 3 Mathematics,34
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Multiple Races,3,MATH,Grade 3 Mathematics,100
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Not Economically Disadvantaged,3,MATH,Grade 3 Mathematics,54
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Students with Disabilities,3,MATH,Grade 3 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Students without Disabilities,3,MATH,Grade 3 Mathematics,34
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,White,3,MATH,Grade 3 Mathematics,100
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,All Students,4,MATH,Grade 4 Mathematics,52
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Asian,4,MATH,Grade 4 Mathematics,80
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Black,4,MATH,Grade 4 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Economically Disadvantaged,4,MATH,Grade 4 Mathematics,47
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,English Learners,4,MATH,Grade 4 Mathematics,36
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Female,4,MATH,Grade 4 Mathematics,56
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Hispanic,4,MATH,Grade 4 Mathematics,50
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Homeless,4,MATH,Grade 4 Mathematics,29
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Male,4,MATH,Grade 4 Mathematics,47
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Multiple Races,4,MATH,Grade 4 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Not Economically Disadvantaged,4,MATH,Grade 4 Mathematics,77
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Students with Disabilities,4,MATH,Grade 4 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Students without Disabilities,4,MATH,Grade 4 Mathematics,58
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,White,4,MATH,Grade 4 Mathematics,100
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,All Students,5,MATH,Grade 5 Mathematics,35
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Asian,5,MATH,Grade 5 Mathematics,100
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Black,5,MATH,Grade 5 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Economically Disadvantaged,5,MATH,Grade 5 Mathematics,28
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,English Learners,5,MATH,Grade 5 Mathematics,5
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Female,5,MATH,Grade 5 Mathematics,18
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Hispanic,5,MATH,Grade 5 Mathematics,24
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Homeless,5,MATH,Grade 5 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Male,5,MATH,Grade 5 Mathematics,48
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Not Economically Disadvantaged,5,MATH,Grade 5 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Students with Disabilities,5,MATH,Grade 5 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Students without Disabilities,5,MATH,Grade 5 Mathematics,35
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,White,5,MATH,Grade 5 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,All Students,,MATH,Mathematics,41
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Asian,,MATH,Mathematics,78
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Black,,MATH,Mathematics,17
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Economically Disadvantaged,,MATH,Mathematics,36
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,English Learners,,MATH,Mathematics,23
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Female,,MATH,Mathematics,40
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Hispanic,,MATH,Mathematics,35
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Homeless,,MATH,Mathematics,23
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Male,,MATH,Mathematics,42
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Multiple Races,,MATH,Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Not Economically Disadvantaged,,MATH,Mathematics,65
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Students with Disabilities,,MATH,Mathematics,17
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,Students without Disabilities,,MATH,Mathematics,44
2020 - 2021,Loudoun County Public Schools,Sugarland Elementary,SCH,White,,MATH,Mathematics,90
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,All Students,,ENGR,English Reading,41
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,American Indian,,ENGR,English Reading,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Asian,,ENGR,English Reading,79
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Black,,ENGR,English Reading,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Economically Disadvantaged,,ENGR,English Reading,37
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,English Learners,,ENGR,English Reading,22
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Female,,ENGR,English Reading,48
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Foster Care,,ENGR,English Reading,100
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Hispanic,,ENGR,English Reading,35
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Homeless,,ENGR,English Reading,30
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Male,,ENGR,English Reading,35
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Military Connected,,ENGR,English Reading,100
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Multiple Races,,ENGR,English Reading,100
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Not Economically Disadvantaged,,ENGR,English Reading,69
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Students with Disabilities,,ENGR,English Reading,35
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Students without Disabilities,,ENGR,English Reading,42
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,White,,ENGR,English Reading,79
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,All Students,3,ENGR,Grade 3 English Reading,32
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Asian,3,ENGR,Grade 3 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Black,3,ENGR,Grade 3 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Economically Disadvantaged,3,ENGR,Grade 3 English Reading,25
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,English Learners,3,ENGR,Grade 3 English Reading,21
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Female,3,ENGR,Grade 3 English Reading,39
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Hispanic,3,ENGR,Grade 3 English Reading,27
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Homeless,3,ENGR,Grade 3 English Reading,15
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Male,3,ENGR,Grade 3 English Reading,27
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Military Connected,3,ENGR,Grade 3 English Reading,100
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Not Economically Disadvantaged,3,ENGR,Grade 3 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Students with Disabilities,3,ENGR,Grade 3 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Students without Disabilities,3,ENGR,Grade 3 English Reading,30
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,White,3,ENGR,Grade 3 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,All Students,4,ENGR,Grade 4 English Reading,51
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Asian,4,ENGR,Grade 4 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Black,4,ENGR,Grade 4 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Economically Disadvantaged,4,ENGR,Grade 4 English Reading,44
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,English Learners,4,ENGR,Grade 4 English Reading,32
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Female,4,ENGR,Grade 4 English Reading,54
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Hispanic,4,ENGR,Grade 4 English Reading,47
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Homeless,4,ENGR,Grade 4 English Reading,43
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Male,4,ENGR,Grade 4 English Reading,48
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Military Connected,4,ENGR,Grade 4 English Reading,100
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Not Economically Disadvantaged,4,ENGR,Grade 4 English Reading,91
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Students with Disabilities,4,ENGR,Grade 4 English Reading,44
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Students without Disabilities,4,ENGR,Grade 4 English Reading,54
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,White,4,ENGR,Grade 4 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,All Students,5,ENGR,Grade 5 English Reading,40
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,American Indian,5,ENGR,Grade 5 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Asian,5,ENGR,Grade 5 English Reading,100
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Black,5,ENGR,Grade 5 English Reading,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Economically Disadvantaged,5,ENGR,Grade 5 English Reading,42
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,English Learners,5,ENGR,Grade 5 English Reading,11
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Female,5,ENGR,Grade 5 English Reading,48
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Foster Care,5,ENGR,Grade 5 English Reading,100
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Hispanic,5,ENGR,Grade 5 English Reading,31
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Homeless,5,ENGR,Grade 5 English Reading,30
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Male,5,ENGR,Grade 5 English Reading,32
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Multiple Races,5,ENGR,Grade 5 English Reading,100
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Not Economically Disadvantaged,5,ENGR,Grade 5 English Reading,30
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Students with Disabilities,5,ENGR,Grade 5 English Reading,17
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Students without Disabilities,5,ENGR,Grade 5 English Reading,45
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,White,5,ENGR,Grade 5 English Reading,100
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,All Students,3,MATH,Grade 3 Mathematics,33
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Asian,3,MATH,Grade 3 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Black,3,MATH,Grade 3 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Economically Disadvantaged,3,MATH,Grade 3 Mathematics,28
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,English Learners,3,MATH,Grade 3 Mathematics,22
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Female,3,MATH,Grade 3 Mathematics,38
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Hispanic,3,MATH,Grade 3 Mathematics,28
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Homeless,3,MATH,Grade 3 Mathematics,23
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Male,3,MATH,Grade 3 Mathematics,29
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Military Connected,3,MATH,Grade 3 Mathematics,100
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Not Economically Disadvantaged,3,MATH,Grade 3 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Students with Disabilities,3,MATH,Grade 3 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Students without Disabilities,3,MATH,Grade 3 Mathematics,31
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,White,3,MATH,Grade 3 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,All Students,4,MATH,Grade 4 Mathematics,44
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Asian,4,MATH,Grade 4 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Black,4,MATH,Grade 4 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Economically Disadvantaged,4,MATH,Grade 4 Mathematics,35
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,English Learners,4,MATH,Grade 4 Mathematics,29
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Female,4,MATH,Grade 4 Mathematics,35
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Hispanic,4,MATH,Grade 4 Mathematics,38
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Homeless,4,MATH,Grade 4 Mathematics,43
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Male,4,MATH,Grade 4 Mathematics,55
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Military Connected,4,MATH,Grade 4 Mathematics,100
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Not Economically Disadvantaged,4,MATH,Grade 4 Mathematics,91
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Students with Disabilities,4,MATH,Grade 4 Mathematics,44
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Students without Disabilities,4,MATH,Grade 4 Mathematics,44
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,White,4,MATH,Grade 4 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,All Students,5,MATH,Grade 5 Mathematics,19
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,American Indian,5,MATH,Grade 5 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Asian,5,MATH,Grade 5 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Black,5,MATH,Grade 5 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Economically Disadvantaged,5,MATH,Grade 5 Mathematics,19
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,English Learners,5,MATH,Grade 5 Mathematics,7
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Female,5,MATH,Grade 5 Mathematics,21
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Foster Care,5,MATH,Grade 5 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Hispanic,5,MATH,Grade 5 Mathematics,16
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Homeless,5,MATH,Grade 5 Mathematics,-
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Male,5,MATH,Grade 5 Mathematics,17
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Multiple Races,5,MATH,Grade 5 Mathematics,100
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Not Economically Disadvantaged,5,MATH,Grade 5 Mathematics,20
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Students with Disabilities,5,MATH,Grade 5 Mathematics,17
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Students without Disabilities,5,MATH,Grade 5 Mathematics,20
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,White,5,MATH,Grade 5 Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,All Students,,MATH,Mathematics,32
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,American Indian,,MATH,Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Asian,,MATH,Mathematics,64
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Black,,MATH,Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Economically Disadvantaged,,MATH,Mathematics,27
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,English Learners,,MATH,Mathematics,21
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Female,,MATH,Mathematics,31
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Foster Care,,MATH,Mathematics,<
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Hispanic,,MATH,Mathematics,27
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Homeless,,MATH,Mathematics,24
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Male,,MATH,Mathematics,33
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Military Connected,,MATH,Mathematics,100
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Multiple Races,,MATH,Mathematics,100
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Not Economically Disadvantaged,,MATH,Mathematics,60
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Students with Disabilities,,MATH,Mathematics,35
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,Students without Disabilities,,MATH,Mathematics,31
2020 - 2021,Loudoun County Public Schools,Sully Elementary,SCH,White,,MATH,Mathematics,64
